[1, 0, 1, 61, 39, 0, 12, 0, 26, 0, 69, 0, 0, 87, 69, 56, 86, 0, 12, 57, 0, 0, 0, 0, 0, 0, 0, 0, 72, 5, 0, 0, 0, 95, 49, 32, 0, 10, 0, 34, 0, 0, 0, 0]
[74, 43, 0, 88, 41, 0, 89, 53, 13, 13, 0, 0, 10, 33, 0, 96, 0, 0, 0, 96, 52, 0, 0, 7, 0, 36, 79, 0, 77, 43, 93, 93, 9, 3, 0, 0, 0, 81, 0, 12, 17, 59, 0, 72]
[0, 0, 0, 33, 0, 0, 85, 1, 0, 88, 52, 87, 33, 0, 0, 0, 54, 69, 41, 44, 40, 0, 0, 93, 41, 0, 0, 55, 0, 0, 0, 86, 0, 0, 39, 0, 0, 13, 0, 0, 34, 0, 0, 0]
[0, 0, 0, 0, 0, 40, 0, 0, 0, 42, 4, 69, 0, 0, 14, 23, 88, 0, 16, 0, 43, 0, 71, 0, 93, 45, 47, 0, 0, 0, 23, 70, 80, 0, 61, 0, 0, 0, 0, 0, 47, 0, 49, 4]
[3, 0, 0, 0, 53, 30, 20, 10, 32, 94, 22, 56, 96, 0, 23, 82, 0, 0, 0, 0, 42, 12, 50, 86, 0, 45, 32, 32, 0, 0, 0, 0, 0, 0, 97, 0, 26, 47, 3, 0, 0, 0, 0, 99]
[0, 35, 21, 33, 0, 5, 3, 8, 85, 0, 42, 86, 0, 54, 88, 0, 70, 0, 0, 0, 0, 0, 0, 55, 64, 0, 72, 36, 0, 0, 53, 0, 0, 53, 0, 0, 60, 92, 0, 88, 0, 0, 66, 61]
[68, 0, 98, 98, 68, 0, 44, 87, 29, 88, 42, 0, 0, 69, 0, 0, 0, 0, 30, 0, 0, 51, 0, 0, 25, 0, 29, 0, 15, 81, 95, 0, 62, 0, 31, 79, 0, 0, 0, 63, 31, 0, 0, 0]
[0, 59, 33, 0, 90, 84, 0, 43, 96, 79, 0, 12, 0, 41, 16, 0, 0, 30, 74, 8, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 47, 57, 82, 0, 0, 0, 0, 0, 0, 17, 43, 0, 60]
[89, 0, 91, 0, 55, 47, 30, 43, 0, 43, 0, 57, 96, 44, 0, 0, 0, 0, 8, 0, 0, 0, 61, 39, 0, 51, 58, 0, 0, 0, 0, 70, 0, 0, 83, 0, 0, 57, 67, 25, 88, 0, 0, 0]
[90, 38, 22, 94, 0, 0, 0, 0, 88, 12, 0, 0, 52, 40, 43, 42, 0, 0, 0, 0, 16, 0, 60, 0, 0, 71, 65, 82, 0, 67, 0, 81, 0, 52, 26, 48, 0, 63, 64, 43, 0, 0, 0, 0]
[33, 0, 0, 54, 97, 77, 75, 0, 12, 0, 0, 0, 0, 0, 0, 12, 0, 51, 0, 0, 0, 15, 46, 66, 0, 0, 46, 88, 38, 0, 0, 0, 0, 19, 9, 0, 16, 28, 53, 0, 16, 0, 24, 0]
[0, 98, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 71, 50, 0, 0, 63, 61, 60, 46, 0, 49, 0, 0, 67, 0, 68, 39, 0, 0, 18, 0, 44, 0, 7, 42, 26, 76, 0, 75, 4, 0]
[87, 0, 7, 0, 60, 48, 0, 0, 0, 68, 85, 0, 7, 93, 0, 86, 55, 0, 0, 39, 0, 66, 49, 0, 79, 0, 83, 93, 83, 0, 84, 0, 23, 0, 0, 0, 0, 51, 0, 44, 78, 56, 71, 0]
[85, 0, 1, 0, 0, 88, 92, 0, 99, 87, 33, 0, 0, 41, 93, 0, 64, 25, 0, 0, 0, 0, 0, 79, 0, 99, 0, 0, 0, 0, 0, 0, 71, 0, 0, 80, 0, 11, 77, 47, 4, 68, 0, 0]
[83, 42, 0, 41, 98, 34, 0, 0, 0, 99, 0, 0, 36, 0, 45, 45, 0, 0, 0, 51, 71, 0, 0, 0, 99, 0, 90, 0, 0, 0, 50, 84, 86, 86, 31, 52, 0, 40, 0, 37, 0, 0, 0, 0]
[0, 0, 0, 96, 55, 90, 0, 26, 12, 58, 0, 0, 79, 0, 47, 32, 72, 29, 0, 58, 65, 46, 67, 83, 0, 90, 0, 31, 4, 53, 65, 95, 26, 0, 0, 0, 61, 66, 0, 98, 0, 0, 0, 0]
[80, 21, 91, 0, 0, 0, 48, 0, 27, 0, 85, 0, 0, 55, 0, 32, 36, 0, 0, 0, 82, 88, 0, 93, 0, 0, 31, 45, 0, 97, 0, 0, 0, 83, 90, 99, 48, 0, 66, 90, 0, 0, 0, 54]
[0, 0, 79, 0, 32, 0, 33, 0, 60, 0, 0, 72, 77, 0, 0, 0, 0, 15, 0, 0, 0, 38, 68, 83, 0, 0, 4, 0, 0, 0, 0, 29, 39, 65, 0, 54, 63, 0, 69, 2, 59, 0, 0, 0]
[88, 0, 0, 59, 10, 0, 0, 0, 68, 0, 0, 5, 43, 0, 0, 0, 0, 81, 0, 0, 67, 0, 39, 0, 0, 0, 53, 97, 0, 0, 95, 0, 98, 43, 11, 43, 0, 53, 61, 0, 0, 0, 50, 72]
[0, 79, 22, 9, 0, 0, 0, 77, 2, 0, 0, 0, 93, 0, 23, 0, 53, 95, 0, 0, 0, 0, 0, 84, 0, 50, 65, 0, 0, 95, 0, 37, 0, 18, 77, 0, 98, 58, 0, 0, 99, 24, 0, 81]
[0, 98, 0, 8, 96, 0, 5, 66, 0, 96, 19, 0, 93, 86, 70, 0, 0, 0, 47, 70, 81, 0, 0, 0, 0, 84, 95, 0, 29, 0, 37, 0, 0, 0, 90, 0, 45, 14, 98, 80, 40, 75, 0, 0]
[0, 4, 98, 0, 87, 0, 60, 98, 0, 0, 49, 0, 9, 0, 80, 0, 0, 62, 57, 0, 0, 0, 18, 23, 71, 86, 26, 0, 39, 98, 0, 0, 0, 0, 0, 73, 0, 0, 78, 63, 64, 41, 0, 0]
[19, 48, 93, 0, 63, 0, 0, 56, 0, 53, 78, 95, 3, 0, 0, 0, 53, 0, 82, 0, 52, 19, 0, 0, 0, 86, 0, 83, 65, 43, 18, 0, 0, 0, 56, 0, 11, 37, 0, 71, 0, 17, 76, 27]
[0, 7, 35, 0, 0, 0, 61, 63, 0, 0, 29, 49, 0, 39, 61, 97, 0, 31, 0, 83, 26, 9, 44, 0, 0, 31, 0, 90, 0, 11, 77, 90, 0, 56, 0, 0, 91, 0, 0, 44, 0, 62, 8, 0]
[30, 0, 54, 99, 0, 45, 75, 50, 0, 0, 0, 32, 0, 0, 0, 0, 0, 79, 0, 0, 48, 0, 0, 0, 80, 52, 0, 99, 54, 43, 0, 0, 73, 0, 0, 0, 7, 0, 3, 16, 0, 3, 80, 0]
[15, 3, 0, 0, 0, 45, 76, 42, 0, 0, 78, 0, 0, 0, 0, 26, 60, 0, 0, 0, 0, 16, 7, 0, 0, 0, 61, 48, 63, 0, 98, 45, 0, 11, 91, 7, 26, 0, 61, 0, 45, 0, 78, 32]
[0, 56, 0, 0, 41, 63, 0, 14, 0, 0, 0, 10, 81, 13, 0, 47, 92, 0, 0, 57, 63, 28, 42, 51, 11, 40, 66, 0, 0, 53, 58, 14, 0, 37, 0, 0, 0, 0, 94, 0, 0, 44, 72, 0]
[10, 0, 0, 0, 42, 0, 0, 0, 0, 40, 65, 0, 0, 0, 0, 3, 0, 0, 0, 67, 64, 53, 26, 0, 77, 0, 0, 66, 69, 61, 0, 98, 78, 0, 0, 3, 61, 94, 0, 85, 0, 0, 0, 10]
[0, 0, 0, 87, 0, 70, 98, 0, 0, 0, 21, 34, 12, 0, 0, 0, 88, 63, 0, 25, 43, 0, 76, 44, 47, 37, 98, 90, 2, 0, 0, 80, 63, 71, 44, 16, 0, 0, 85, 18, 0, 69, 0, 19]
[0, 0, 94, 29, 0, 25, 22, 0, 27, 22, 78, 0, 17, 34, 47, 0, 0, 31, 17, 88, 0, 16, 0, 78, 4, 0, 0, 0, 59, 0, 99, 40, 64, 0, 0, 0, 45, 0, 0, 0, 10, 59, 77, 0]
[0, 88, 59, 0, 47, 0, 0, 99, 24, 46, 82, 0, 59, 0, 0, 0, 0, 0, 43, 0, 0, 0, 75, 56, 68, 0, 0, 0, 0, 0, 24, 75, 41, 17, 62, 3, 0, 44, 0, 69, 59, 0, 0, 0]
[0, 89, 47, 69, 49, 69, 69, 65, 59, 0, 16, 0, 0, 0, 49, 0, 66, 0, 0, 0, 0, 24, 4, 71, 0, 0, 0, 0, 0, 50, 0, 0, 0, 76, 8, 80, 78, 72, 0, 0, 77, 0, 0, 0]
[0, 0, 22, 32, 6, 71, 82, 21, 51, 0, 0, 0, 72, 0, 4, 99, 61, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 72, 81, 0, 0, 27, 0, 0, 32, 0, 10, 19, 0, 0, 0, 0]
