[0, 96, 1, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 76, 37, 0, 0, 0, 58, 71, 85, 0, 48, 41, 0, 37, 60, 0, 0, 0, 64, 11, 0, 0, 0, 0, 0, 0, 34, 0, 0, 57, 0, 0, 0, 92, 0]
[0, 53, 0, 0, 0, 0, 48, 29, 48, 0, 0, 65, 0, 53, 0, 82, 36, 70, 0, 0, 58, 80, 22, 32, 0, 0, 0, 9, 33, 0, 0, 91, 20, 0, 0, 0, 28, 48, 65, 0, 0, 0, 0, 0, 0, 0, 14]
[27, 0, 0, 10, 30, 43, 0, 90, 0, 32, 0, 0, 0, 50, 0, 0, 0, 8, 0, 0, 0, 0, 38, 0, 80, 0, 22, 0, 0, 54, 0, 0, 0, 84, 31, 0, 56, 0, 73, 81, 63, 83, 47, 0, 0, 0, 89]
[0, 0, 0, 0, 0, 0, 47, 0, 16, 17, 76, 53, 50, 0, 7, 30, 37, 2, 54, 0, 61, 0, 39, 0, 50, 4, 42, 38, 0, 76, 81, 0, 24, 0, 16, 17, 0, 62, 8, 0, 0, 0, 0, 0, 0, 63, 23]
[70, 36, 9, 59, 96, 97, 0, 80, 0, 0, 37, 0, 0, 7, 41, 10, 62, 0, 62, 0, 0, 98, 0, 0, 34, 19, 0, 0, 82, 0, 37, 8, 79, 99, 66, 8, 70, 0, 0, 84, 0, 0, 53, 4, 0, 0, 0]
[71, 0, 54, 32, 0, 0, 32, 91, 0, 53, 0, 82, 0, 30, 10, 0, 0, 28, 0, 0, 0, 0, 94, 0, 85, 0, 0, 0, 65, 37, 0, 0, 39, 55, 0, 0, 0, 89, 0, 0, 82, 70, 0, 0, 30, 80, 16]
[97, 3, 0, 62, 41, 0, 0, 0, 0, 81, 0, 36, 0, 37, 62, 0, 0, 0, 54, 0, 0, 0, 96, 69, 0, 0, 92, 0, 20, 0, 72, 0, 75, 0, 0, 0, 0, 0, 1, 0, 18, 0, 0, 45, 0, 69, 0]
[78, 0, 4, 0, 0, 96, 93, 54, 10, 0, 0, 70, 8, 2, 0, 28, 0, 3, 0, 0, 0, 0, 69, 0, 0, 60, 62, 88, 86, 0, 8, 0, 91, 21, 0, 38, 23, 0, 30, 0, 0, 0, 50, 0, 0, 64, 0]
[0, 29, 97, 0, 1, 0, 9, 0, 55, 0, 58, 0, 0, 54, 62, 0, 54, 0, 72, 43, 76, 0, 63, 98, 0, 0, 58, 0, 53, 3, 0, 54, 33, 11, 0, 3, 35, 0, 35, 0, 0, 0, 0, 0, 0, 0, 50]
[41, 42, 5, 96, 0, 39, 0, 0, 0, 72, 71, 0, 0, 0, 0, 0, 0, 0, 43, 83, 0, 99, 28, 43, 47, 45, 64, 36, 0, 11, 48, 0, 0, 77, 0, 0, 0, 74, 0, 0, 0, 64, 0, 0, 80, 5, 0]
[21, 0, 12, 49, 6, 0, 0, 65, 0, 0, 85, 58, 0, 61, 0, 0, 0, 0, 76, 0, 0, 3, 31, 0, 8, 95, 93, 94, 0, 72, 0, 0, 0, 69, 0, 0, 35, 95, 38, 45, 0, 0, 0, 0, 0, 5, 37]
[0, 0, 0, 48, 0, 40, 80, 9, 0, 0, 0, 80, 0, 0, 98, 0, 0, 0, 0, 99, 3, 0, 25, 35, 99, 18, 0, 86, 0, 0, 68, 0, 35, 12, 68, 0, 93, 0, 0, 0, 0, 30, 0, 60, 0, 48, 0]
[0, 74, 53, 0, 19, 0, 90, 0, 75, 76, 48, 22, 38, 39, 0, 94, 96, 69, 63, 28, 31, 25, 0, 73, 0, 98, 0, 70, 32, 0, 65, 29, 0, 3, 57, 19, 80, 0, 49, 0, 0, 11, 0, 81, 0, 84, 0]
[0, 42, 92, 0, 0, 0, 94, 60, 15, 0, 41, 32, 0, 0, 0, 0, 69, 0, 98, 43, 0, 35, 73, 0, 85, 87, 14, 10, 0, 0, 0, 0, 0, 99, 61, 46, 33, 14, 0, 0, 19, 46, 0, 37, 0, 57, 3]
[0, 29, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 80, 50, 34, 85, 0, 0, 0, 47, 8, 99, 0, 85, 50, 0, 2, 0, 77, 0, 47, 0, 0, 0, 9, 2, 67, 90, 0, 15, 57, 0, 0, 91, 71, 0, 0]
[4, 4, 35, 23, 0, 55, 0, 18, 0, 94, 37, 0, 0, 4, 19, 0, 0, 60, 0, 45, 95, 18, 98, 87, 0, 0, 0, 18, 51, 0, 39, 0, 52, 0, 65, 0, 47, 91, 60, 0, 0, 52, 0, 0, 0, 0, 0]
[0, 11, 66, 0, 0, 0, 0, 0, 82, 0, 60, 0, 22, 42, 0, 0, 92, 62, 58, 64, 93, 0, 0, 14, 2, 0, 0, 41, 76, 65, 0, 0, 0, 9, 68, 12, 0, 0, 1, 79, 0, 0, 0, 51, 0, 92, 0]
[0, 67, 0, 58, 0, 9, 0, 19, 99, 0, 0, 9, 0, 38, 0, 0, 0, 88, 0, 36, 94, 86, 70, 10, 0, 18, 41, 13, 0, 0, 88, 46, 0, 3, 0, 66, 0, 0, 0, 71, 0, 15, 0, 66, 82, 0, 97]
[0, 87, 98, 0, 0, 90, 31, 0, 0, 41, 0, 33, 0, 0, 82, 65, 20, 86, 53, 0, 0, 0, 32, 0, 77, 51, 76, 0, 54, 0, 0, 0, 68, 0, 0, 35, 9, 75, 17, 0, 0, 0, 37, 0, 0, 0, 26]
[0, 0, 0, 0, 12, 43, 11, 0, 18, 0, 0, 0, 54, 76, 0, 37, 0, 0, 3, 11, 72, 0, 0, 0, 0, 0, 65, 0, 0, 67, 0, 30, 80, 47, 0, 49, 20, 46, 97, 27, 0, 0, 0, 77, 66, 96, 24]
[60, 40, 34, 0, 0, 56, 67, 0, 0, 0, 64, 0, 0, 81, 37, 0, 72, 8, 0, 48, 0, 68, 65, 0, 47, 39, 0, 88, 0, 0, 0, 0, 0, 79, 21, 0, 17, 0, 0, 87, 0, 73, 0, 0, 0, 0, 0]
[0, 41, 48, 92, 11, 0, 0, 41, 0, 84, 11, 91, 0, 0, 8, 0, 0, 0, 54, 0, 0, 0, 29, 0, 0, 0, 0, 46, 0, 30, 0, 69, 65, 0, 0, 0, 42, 58, 25, 0, 27, 0, 27, 0, 11, 0, 28]
[0, 87, 0, 70, 0, 0, 13, 23, 0, 0, 0, 20, 0, 24, 79, 39, 75, 91, 33, 0, 0, 35, 0, 0, 0, 52, 0, 0, 68, 80, 0, 65, 0, 0, 89, 0, 6, 42, 0, 36, 0, 54, 96, 0, 62, 77, 3]
[70, 0, 60, 1, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 99, 55, 0, 21, 11, 77, 69, 12, 3, 99, 0, 0, 9, 3, 0, 47, 79, 0, 0, 0, 0, 18, 0, 0, 0, 98, 54, 0, 0, 40, 0, 86, 99]
[0, 0, 35, 0, 15, 0, 93, 0, 0, 0, 0, 0, 31, 16, 66, 0, 0, 0, 0, 0, 0, 68, 57, 61, 9, 65, 68, 0, 0, 0, 21, 0, 89, 0, 0, 2, 0, 0, 18, 62, 0, 0, 0, 0, 20, 0, 0]
[47, 37, 0, 29, 0, 89, 0, 4, 0, 0, 0, 0, 0, 17, 8, 0, 0, 38, 3, 0, 0, 0, 19, 46, 2, 0, 12, 66, 35, 49, 0, 0, 0, 18, 2, 0, 39, 0, 50, 0, 17, 0, 6, 0, 39, 0, 48]
[11, 0, 0, 0, 0, 64, 56, 29, 0, 0, 0, 28, 56, 0, 70, 0, 0, 23, 35, 0, 35, 93, 80, 33, 67, 47, 0, 0, 9, 20, 17, 42, 6, 0, 0, 39, 0, 0, 10, 79, 94, 0, 46, 0, 0, 0, 38]
[73, 0, 0, 40, 0, 0, 57, 0, 89, 0, 0, 48, 0, 62, 0, 89, 0, 0, 0, 74, 95, 0, 0, 14, 90, 91, 0, 0, 75, 46, 0, 58, 42, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 4]
[14, 0, 72, 34, 83, 20, 76, 0, 18, 0, 34, 65, 73, 8, 0, 0, 1, 30, 35, 0, 38, 0, 49, 0, 0, 60, 1, 0, 17, 97, 0, 25, 0, 0, 18, 50, 10, 0, 0, 32, 0, 13, 0, 67, 0, 26, 52]
[64, 0, 45, 18, 0, 34, 0, 0, 31, 0, 0, 0, 81, 0, 84, 0, 0, 0, 0, 0, 45, 0, 0, 0, 15, 0, 79, 71, 0, 27, 87, 0, 36, 98, 62, 0, 79, 0, 32, 0, 35, 0, 0, 0, 16, 28, 77]
[73, 0, 82, 0, 0, 0, 0, 12, 0, 8, 0, 0, 63, 0, 0, 82, 18, 0, 0, 0, 0, 0, 0, 19, 57, 0, 0, 0, 0, 0, 0, 27, 0, 54, 0, 17, 94, 0, 0, 35, 0, 0, 7, 33, 0, 0, 0]
[84, 96, 60, 0, 20, 0, 14, 0, 0, 84, 57, 0, 83, 0, 0, 70, 0, 0, 0, 64, 0, 30, 11, 46, 0, 52, 0, 15, 0, 0, 73, 0, 54, 0, 0, 0, 0, 70, 13, 0, 0, 0, 74, 0, 53, 26, 24]
[80, 0, 0, 71, 69, 0, 0, 76, 27, 19, 0, 0, 47, 0, 53, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 27, 96, 0, 0, 6, 46, 0, 0, 0, 7, 74, 0, 0, 75, 96, 0]
[0, 15, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 45, 0, 0, 0, 0, 60, 81, 37, 91, 0, 51, 66, 0, 77, 0, 0, 0, 40, 0, 0, 0, 0, 67, 0, 33, 0, 0, 67, 40, 22, 0]
[61, 2, 61, 0, 38, 17, 0, 13, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 80, 0, 0, 0, 0, 71, 0, 0, 82, 0, 66, 0, 11, 62, 0, 20, 39, 0, 0, 0, 16, 0, 53, 75, 40, 0, 0, 54]
[0, 0, 82, 54, 0, 0, 0, 0, 96, 79, 92, 0, 0, 63, 0, 80, 69, 64, 0, 5, 5, 48, 84, 57, 0, 0, 92, 0, 0, 96, 0, 0, 77, 86, 0, 0, 0, 0, 26, 28, 0, 26, 96, 22, 0, 0, 0]
[0, 70, 0, 23, 22, 76, 31, 28, 0, 48, 0, 14, 89, 23, 0, 16, 0, 0, 50, 0, 37, 0, 0, 3, 0, 0, 0, 97, 26, 24, 0, 28, 3, 99, 0, 48, 38, 4, 52, 77, 0, 24, 0, 0, 54, 0, 0]
