[94, 85, 6, 0, 79, 65, 67, 0, 18, 99, 27, 0, 79, 0, 90, 33, 11, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 25, 45, 0, 0, 96, 7, 49]
[63, 0, 32, 0, 93, 0, 0, 40, 92, 0, 0, 0, 14, 69, 0, 0, 0, 0, 6, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 66, 0, 33, 24, 0, 0, 45, 0, 77, 83, 0, 11, 63, 0]
[0, 51, 53, 0, 15, 0, 65, 66, 77, 0, 0, 92, 76, 22, 68, 0, 0, 22, 57, 0, 4, 0, 38, 0, 39, 60, 0, 0, 82, 0, 78, 0, 0, 0, 40, 93, 0, 98, 0, 0, 78, 55, 51, 51, 0, 0, 0, 0]
[0, 45, 58, 67, 0, 0, 23, 0, 89, 27, 61, 67, 31, 0, 86, 0, 0, 75, 19, 0, 0, 64, 7, 34, 33, 0, 0, 82, 0, 0, 0, 0, 0, 98, 0, 0, 67, 0, 94, 0, 12, 0, 0, 0, 56, 0, 55, 0]
[0, 0, 62, 0, 48, 22, 16, 98, 0, 82, 55, 0, 0, 56, 0, 0, 0, 0, 0, 0, 76, 13, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 84, 0, 74, 81, 0, 0, 89, 91, 0, 88, 67, 43, 0, 0, 42, 74]
[0, 0, 99, 25, 0, 0, 64, 39, 16, 90, 0, 68, 30, 23, 0, 83, 20, 0, 0, 17, 0, 0, 58, 3, 34, 0, 0, 78, 0, 0, 0, 20, 0, 28, 66, 46, 0, 0, 0, 0, 3, 0, 65, 0, 80, 10, 74, 2]
[24, 0, 0, 34, 0, 0, 0, 39, 0, 30, 69, 0, 0, 2, 0, 0, 63, 43, 35, 77, 7, 36, 0, 0, 95, 0, 0, 0, 0, 1, 20, 41, 31, 0, 82, 51, 28, 4, 0, 0, 34, 11, 49, 0, 47, 54, 0, 0]
[0, 0, 34, 17, 29, 0, 0, 0, 0, 27, 19, 0, 0, 36, 48, 0, 85, 0, 0, 0, 24, 0, 43, 0, 87, 0, 0, 0, 0, 84, 0, 31, 0, 0, 0, 15, 72, 0, 0, 17, 0, 0, 37, 0, 82, 81, 0, 54]
[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 16, 48, 81, 0, 25, 0, 0, 0, 0, 0, 0, 48, 0, 0, 95, 0, 98, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 33, 4, 38, 48, 0, 2, 9, 0, 9]
[0, 84, 39, 0, 57, 0, 62, 0, 48, 21, 39, 31, 18, 74, 30, 0, 0, 50, 49, 60, 0, 70, 0, 94, 0, 0, 66, 40, 0, 74, 66, 82, 0, 0, 0, 0, 97, 0, 0, 84, 0, 15, 25, 68, 24, 66, 39, 0]
[86, 58, 0, 59, 22, 8, 43, 0, 0, 66, 87, 23, 81, 0, 0, 0, 79, 80, 96, 0, 51, 0, 0, 0, 50, 0, 0, 93, 0, 81, 46, 51, 15, 0, 0, 0, 25, 0, 0, 0, 0, 61, 0, 0, 0, 0, 48, 0]
[47, 67, 2, 45, 0, 0, 0, 24, 0, 7, 25, 27, 0, 14, 0, 0, 22, 96, 0, 0, 0, 37, 49, 0, 11, 0, 33, 0, 67, 0, 0, 28, 72, 0, 97, 25, 0, 88, 57, 0, 0, 3, 28, 82, 17, 0, 5, 0]
[25, 82, 0, 0, 93, 0, 0, 0, 0, 10, 55, 70, 0, 2, 0, 59, 0, 95, 0, 79, 67, 82, 0, 0, 81, 0, 24, 98, 0, 0, 0, 4, 0, 0, 0, 0, 88, 0, 0, 1, 0, 0, 0, 0, 35, 0, 46, 69]
[0, 10, 0, 0, 0, 0, 81, 0, 61, 70, 63, 0, 0, 74, 44, 86, 19, 50, 94, 0, 0, 21, 0, 55, 0, 98, 0, 0, 94, 89, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 19, 88, 69, 7, 5]
[0, 74, 40, 88, 40, 43, 0, 45, 0, 7, 44, 0, 0, 0, 0, 0, 0, 68, 0, 0, 87, 0, 0, 52, 0, 0, 0, 0, 0, 91, 0, 0, 17, 33, 84, 0, 0, 1, 0, 94, 13, 0, 0, 6, 0, 39, 26, 33]
[0, 25, 0, 0, 3, 97, 0, 0, 0, 0, 71, 44, 60, 0, 0, 0, 65, 0, 75, 54, 0, 0, 46, 84, 0, 0, 45, 78, 12, 0, 3, 34, 0, 4, 0, 0, 0, 0, 0, 13, 0, 0, 62, 0, 32, 0, 95, 44]
[0, 66, 0, 0, 0, 2, 10, 79, 2, 31, 73, 0, 23, 50, 0, 0, 0, 20, 43, 0, 0, 0, 0, 0, 0, 25, 0, 55, 0, 88, 0, 11, 0, 38, 15, 61, 3, 0, 0, 0, 0, 0, 85, 0, 0, 0, 47, 0]
[0, 46, 15, 7, 0, 86, 29, 70, 0, 0, 87, 90, 0, 9, 62, 44, 26, 16, 96, 50, 0, 20, 0, 0, 95, 45, 77, 51, 0, 67, 65, 49, 37, 48, 25, 0, 28, 0, 0, 0, 62, 85, 0, 0, 34, 0, 0, 0]
[95, 0, 69, 28, 0, 95, 63, 0, 0, 0, 0, 45, 0, 0, 0, 0, 61, 0, 0, 0, 6, 0, 32, 1, 0, 0, 83, 51, 0, 43, 0, 0, 0, 0, 68, 0, 82, 0, 19, 6, 0, 0, 0, 0, 0, 0, 0, 0]
[37, 0, 0, 38, 47, 34, 0, 4, 43, 0, 97, 0, 0, 77, 0, 0, 0, 48, 2, 34, 0, 48, 0, 54, 15, 0, 0, 0, 56, 0, 80, 47, 82, 2, 24, 0, 17, 35, 88, 0, 32, 0, 34, 0, 21, 49, 53, 0]
[0, 99, 0, 82, 8, 0, 0, 1, 15, 0, 0, 0, 0, 0, 24, 77, 88, 82, 0, 52, 12, 79, 0, 77, 23, 96, 11, 0, 0, 0, 10, 54, 81, 9, 66, 0, 0, 0, 69, 39, 0, 0, 0, 0, 49, 92, 0, 7]
[34, 78, 0, 0, 23, 53, 85, 10, 84, 0, 38, 83, 0, 0, 9, 0, 0, 4, 23, 36, 0, 4, 0, 0, 73, 7, 63, 0, 55, 42, 74, 0, 0, 0, 39, 48, 5, 46, 7, 26, 95, 47, 0, 0, 53, 0, 0, 0]
[0, 0, 85, 0, 0, 0, 0, 32, 0, 37, 0, 0, 0, 6, 0, 9, 0, 0, 0, 28, 50, 96, 0, 17, 0, 49, 0, 0, 0, 74, 2, 0, 54, 9, 0, 0, 0, 69, 5, 33, 44, 0, 0, 0, 0, 7, 0, 0]
