[0, 0, 14, 0, 0, 0, 0, 15, 46, 13, 0, 0, 69, 0, 9, 44, 55, 0, 94, 69, 0, 89, 0, 0, 13, 39, 0, 0, 84, 0, 0, 0, 3, 0, 13, 73, 41, 0, 0, 42, 0, 0, 0, 0]
[0, 16, 75, 17, 1, 53, 95, 3, 36, 0, 0, 0, 34, 69, 16, 0, 17, 0, 0, 39, 0, 6, 0, 33, 0, 0, 0, 0, 60, 25, 73, 81, 0, 90, 35, 73, 18, 0, 0, 39, 0, 59, 0, 0]
[86, 0, 0, 0, 4, 0, 65, 0, 48, 0, 69, 34, 49, 73, 29, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 54, 0, 0, 0, 0, 13, 0, 0, 0, 63]
[54, 71, 0, 43, 0, 0, 0, 0, 0, 32, 0, 69, 73, 0, 33, 0, 96, 1, 0, 81, 64, 48, 28, 0, 23, 0, 0, 0, 13, 0, 59, 50, 65, 0, 81, 37, 0, 0, 80, 0, 0, 3, 43, 32]
[89, 0, 3, 63, 0, 0, 44, 30, 29, 4, 9, 16, 29, 33, 0, 0, 36, 0, 0, 86, 0, 57, 0, 0, 0, 0, 6, 0, 0, 0, 99, 31, 92, 0, 0, 0, 0, 52, 0, 0, 23, 0, 0, 26]
[63, 0, 8, 0, 0, 0, 9, 78, 0, 46, 44, 0, 0, 0, 0, 0, 0, 97, 6, 0, 75, 67, 0, 0, 28, 0, 57, 0, 0, 0, 0, 0, 97, 47, 0, 22, 97, 73, 68, 0, 0, 0, 0, 51]
[0, 85, 0, 0, 0, 27, 0, 29, 0, 69, 55, 17, 0, 96, 36, 0, 9, 0, 88, 41, 88, 0, 0, 0, 51, 76, 55, 91, 0, 82, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 9, 95, 44, 10]
[0, 84, 35, 46, 0, 94, 0, 35, 0, 22, 0, 0, 94, 1, 0, 97, 0, 0, 63, 22, 0, 97, 83, 73, 0, 21, 8, 0, 0, 0, 0, 77, 69, 0, 23, 66, 23, 27, 93, 22, 0, 0, 0, 96]
[68, 0, 82, 0, 0, 12, 59, 14, 0, 0, 94, 0, 0, 0, 0, 6, 88, 63, 0, 67, 0, 0, 0, 35, 0, 0, 0, 0, 0, 58, 0, 0, 0, 3, 17, 0, 0, 59, 25, 61, 62, 0, 0, 97]
[0, 15, 0, 0, 0, 97, 0, 0, 16, 0, 69, 39, 0, 81, 86, 0, 41, 22, 67, 0, 88, 92, 0, 0, 32, 0, 95, 0, 50, 0, 57, 83, 0, 0, 97, 0, 0, 0, 45, 41, 77, 82, 85, 0]
[0, 0, 44, 45, 66, 0, 0, 0, 77, 65, 0, 0, 0, 64, 0, 75, 88, 0, 0, 88, 0, 71, 0, 0, 28, 69, 0, 5, 73, 0, 37, 0, 54, 78, 0, 62, 0, 0, 89, 93, 0, 80, 0, 52]
[0, 0, 0, 0, 14, 0, 0, 0, 0, 70, 89, 6, 0, 48, 57, 67, 0, 97, 0, 92, 71, 67, 30, 0, 62, 0, 11, 0, 90, 0, 18, 99, 0, 0, 71, 0, 39, 0, 84, 86, 0, 0, 0, 0]
[0, 0, 85, 84, 98, 27, 5, 0, 26, 5, 0, 0, 0, 28, 0, 0, 0, 83, 0, 0, 0, 30, 0, 0, 0, 68, 55, 0, 73, 0, 0, 0, 0, 79, 17, 41, 0, 38, 56, 0, 41, 0, 48, 18]
[0, 0, 0, 47, 0, 0, 60, 0, 13, 49, 0, 33, 0, 0, 0, 0, 0, 73, 35, 0, 0, 0, 0, 0, 0, 0, 17, 29, 18, 85, 0, 86, 0, 12, 28, 0, 93, 32, 73, 0, 0, 0, 95, 0]
[0, 8, 77, 70, 0, 0, 0, 96, 0, 55, 13, 0, 0, 23, 0, 28, 51, 0, 0, 32, 28, 62, 0, 0, 0, 89, 0, 0, 0, 0, 46, 0, 47, 3, 0, 37, 0, 0, 0, 73, 0, 8, 0, 0]
[0, 39, 0, 43, 19, 0, 58, 0, 71, 0, 39, 0, 0, 0, 0, 0, 76, 21, 0, 0, 69, 0, 68, 0, 89, 94, 0, 17, 58, 50, 0, 0, 0, 0, 94, 0, 0, 71, 20, 0, 0, 60, 0, 6]
[0, 96, 77, 0, 0, 0, 0, 16, 93, 0, 0, 0, 0, 0, 6, 57, 55, 8, 0, 95, 0, 11, 55, 17, 0, 0, 0, 61, 0, 0, 0, 15, 0, 56, 0, 49, 0, 36, 95, 57, 0, 0, 0, 62]
[59, 40, 0, 92, 0, 15, 0, 81, 79, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 5, 0, 0, 29, 0, 17, 61, 0, 72, 73, 0, 0, 0, 92, 40, 47, 0, 0, 11, 97, 34, 0, 27, 93]
[42, 0, 0, 95, 0, 90, 0, 0, 0, 0, 84, 60, 0, 13, 0, 0, 0, 0, 0, 50, 73, 90, 73, 18, 0, 58, 0, 72, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 99, 33, 0, 7, 22, 16]
[19, 41, 0, 0, 0, 0, 62, 41, 38, 0, 0, 25, 0, 0, 0, 0, 82, 0, 58, 0, 0, 0, 0, 85, 0, 50, 0, 73, 0, 0, 16, 13, 47, 0, 45, 76, 35, 0, 87, 0, 0, 74, 2, 0]
[0, 74, 80, 0, 0, 0, 47, 30, 0, 0, 0, 73, 0, 59, 99, 0, 0, 0, 0, 57, 37, 18, 0, 0, 46, 0, 0, 0, 0, 16, 0, 0, 56, 32, 0, 0, 85, 73, 0, 0, 88, 42, 72, 0]
[93, 86, 92, 76, 8, 0, 0, 0, 48, 0, 0, 81, 96, 50, 31, 0, 0, 77, 0, 83, 0, 99, 0, 86, 0, 0, 15, 0, 51, 13, 0, 0, 19, 21, 55, 15, 0, 25, 39, 67, 0, 0, 0, 0]
[63, 0, 60, 0, 0, 0, 0, 0, 0, 20, 3, 0, 0, 65, 92, 97, 0, 69, 0, 0, 54, 0, 0, 0, 47, 0, 0, 0, 0, 47, 56, 19, 0, 11, 3, 68, 23, 52, 0, 0, 2, 91, 14, 95]
[0, 62, 0, 20, 0, 27, 0, 15, 0, 0, 0, 90, 0, 0, 0, 47, 72, 0, 3, 0, 78, 0, 79, 12, 3, 0, 56, 92, 0, 0, 32, 21, 11, 0, 95, 8, 0, 99, 60, 85, 0, 27, 0, 0]
[59, 0, 0, 0, 85, 0, 37, 99, 15, 55, 13, 35, 54, 81, 0, 0, 0, 23, 17, 97, 0, 71, 17, 28, 0, 94, 0, 40, 0, 45, 0, 55, 3, 95, 73, 69, 9, 51, 0, 0, 88, 80, 0, 0]
[0, 0, 3, 0, 98, 0, 0, 0, 13, 0, 73, 73, 0, 37, 0, 22, 0, 66, 0, 0, 62, 0, 41, 0, 37, 0, 49, 47, 0, 76, 0, 15, 68, 8, 69, 95, 0, 95, 61, 0, 49, 0, 25, 1]
[0, 0, 72, 88, 69, 0, 0, 0, 66, 0, 41, 18, 0, 0, 0, 97, 0, 23, 0, 0, 0, 39, 0, 93, 0, 0, 0, 0, 0, 35, 85, 0, 23, 0, 9, 0, 91, 0, 0, 5, 95, 98, 0, 0]
[0, 20, 21, 3, 23, 0, 0, 0, 88, 0, 0, 0, 0, 0, 52, 73, 0, 27, 59, 0, 0, 0, 38, 32, 0, 71, 36, 0, 0, 0, 73, 25, 52, 99, 51, 95, 0, 0, 51, 0, 67, 0, 0, 80]
[0, 19, 0, 0, 0, 55, 0, 0, 56, 93, 0, 0, 0, 80, 0, 68, 0, 93, 25, 45, 89, 84, 56, 73, 0, 20, 95, 11, 99, 87, 0, 39, 0, 60, 0, 61, 0, 51, 0, 0, 0, 39, 28, 0]
[69, 8, 46, 51, 0, 28, 0, 56, 39, 0, 42, 39, 13, 0, 0, 0, 0, 22, 61, 41, 93, 86, 0, 0, 73, 0, 57, 97, 33, 0, 0, 67, 0, 85, 0, 0, 5, 0, 0, 0, 0, 0, 96, 33]
[0, 0, 0, 0, 49, 48, 0, 35, 0, 13, 0, 0, 0, 0, 23, 0, 9, 0, 62, 77, 0, 0, 41, 0, 0, 0, 0, 34, 0, 0, 88, 0, 2, 0, 88, 49, 95, 67, 0, 0, 0, 0, 0, 0]
[0, 96, 0, 0, 93, 0, 77, 95, 91, 84, 0, 59, 0, 3, 0, 0, 95, 0, 0, 82, 80, 0, 0, 0, 8, 60, 0, 0, 7, 74, 42, 0, 91, 27, 80, 0, 98, 0, 39, 0, 0, 0, 13, 0]
[0, 10, 99, 0, 73, 0, 89, 67, 84, 0, 0, 0, 0, 43, 0, 0, 44, 0, 0, 85, 0, 0, 48, 95, 0, 0, 0, 27, 22, 2, 72, 0, 14, 0, 0, 25, 0, 0, 28, 96, 0, 13, 22, 0]
[15, 19, 0, 0, 28, 0, 0, 64, 41, 0, 0, 0, 63, 32, 26, 51, 10, 96, 97, 0, 52, 0, 18, 0, 0, 6, 62, 93, 16, 0, 0, 0, 95, 0, 0, 1, 0, 80, 0, 33, 0, 0, 0, 0]
