[0, 0, 0, 86, 56, 0, 65, 0, 0, 0, 70, 1, 0, 0, 0, 80, 39, 0, 54, 0, 51, 39, 77, 0, 0, 0, 8, 0, 0, 0, 82, 92, 0, 0, 86, 20, 0, 0, 0, 0, 0, 0, 0, 17, 67]
[0, 0, 0, 0, 0, 75, 0, 0, 0, 71, 0, 0, 78, 78, 0, 7, 30, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 53, 67, 0, 51, 0, 12, 37, 0, 97, 75, 0, 0, 0, 83, 0, 0, 0]
[37, 8, 10, 0, 0, 0, 0, 0, 0, 91, 97, 0, 78, 0, 91, 0, 82, 0, 0, 27, 3, 74, 0, 65, 15, 0, 7, 0, 38, 77, 20, 0, 2, 0, 0, 12, 87, 0, 0, 0, 86, 0, 0, 0, 62]
[0, 36, 0, 0, 0, 23, 0, 0, 0, 0, 36, 0, 0, 91, 92, 71, 0, 5, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 82, 0, 81, 13, 0, 22, 23, 39, 76, 85, 89, 96, 0, 94, 0, 0]
[53, 0, 0, 0, 55, 0, 14, 0, 8, 0, 0, 80, 7, 0, 71, 0, 80, 42, 15, 35, 0, 0, 74, 40, 87, 42, 46, 0, 0, 0, 0, 88, 24, 0, 11, 96, 0, 0, 76, 0, 61, 35, 0, 43, 0]
[0, 93, 0, 66, 25, 0, 0, 0, 0, 56, 0, 39, 30, 82, 0, 80, 0, 0, 0, 44, 0, 23, 0, 0, 23, 65, 29, 0, 33, 0, 0, 26, 0, 98, 0, 0, 0, 60, 67, 51, 95, 11, 16, 0, 0]
[0, 34, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 5, 42, 0, 0, 36, 46, 0, 50, 0, 0, 0, 0, 0, 48, 0, 0, 83, 0, 0, 0, 2, 11, 0, 0, 0, 0, 70, 9, 0, 0, 38]
[0, 35, 54, 50, 0, 15, 0, 0, 0, 0, 29, 54, 0, 0, 0, 15, 0, 36, 91, 81, 77, 0, 0, 0, 12, 0, 13, 59, 0, 0, 0, 0, 17, 0, 0, 0, 0, 84, 75, 52, 62, 0, 86, 0, 75]
[0, 84, 24, 51, 84, 94, 12, 0, 86, 54, 0, 0, 0, 27, 0, 35, 44, 46, 81, 0, 82, 0, 87, 71, 0, 0, 0, 80, 0, 0, 35, 56, 71, 0, 83, 0, 0, 7, 0, 0, 0, 0, 0, 90, 98]
[58, 29, 79, 0, 0, 0, 76, 0, 0, 0, 0, 51, 0, 3, 0, 0, 0, 0, 77, 82, 0, 0, 0, 0, 0, 29, 0, 0, 64, 0, 85, 35, 0, 94, 0, 0, 0, 0, 0, 28, 28, 0, 92, 0, 12]
[0, 7, 0, 0, 53, 94, 0, 0, 16, 93, 0, 39, 0, 74, 0, 0, 23, 50, 0, 0, 0, 0, 0, 81, 0, 30, 0, 85, 0, 0, 0, 10, 98, 0, 5, 33, 0, 79, 0, 8, 96, 0, 0, 0, 37]
[0, 26, 0, 0, 0, 34, 85, 0, 7, 0, 46, 77, 60, 0, 0, 74, 0, 0, 0, 87, 0, 0, 0, 0, 94, 0, 32, 0, 0, 67, 0, 0, 0, 0, 0, 0, 68, 0, 11, 0, 15, 0, 0, 50, 16]
[0, 0, 0, 0, 55, 49, 59, 0, 0, 55, 0, 0, 0, 65, 0, 40, 0, 0, 0, 71, 0, 81, 0, 8, 77, 94, 0, 0, 0, 23, 50, 59, 0, 0, 0, 64, 0, 40, 0, 68, 40, 30, 0, 17, 0]
[0, 1, 0, 0, 12, 0, 94, 0, 3, 0, 0, 0, 0, 15, 0, 87, 23, 0, 12, 0, 0, 0, 94, 77, 0, 34, 68, 0, 8, 79, 70, 76, 0, 0, 0, 96, 14, 0, 0, 0, 0, 0, 75, 0, 0]
[0, 92, 14, 44, 0, 93, 0, 79, 74, 0, 33, 0, 0, 0, 34, 42, 65, 0, 0, 0, 29, 30, 0, 94, 34, 4, 0, 0, 0, 73, 9, 0, 32, 24, 42, 86, 0, 98, 62, 64, 0, 89, 0, 68, 0]
[0, 0, 0, 5, 10, 30, 54, 70, 43, 31, 0, 8, 0, 7, 0, 46, 29, 0, 13, 0, 0, 0, 32, 0, 68, 0, 0, 0, 0, 35, 46, 48, 61, 0, 11, 89, 88, 60, 0, 69, 0, 0, 33, 0, 72]
[0, 0, 67, 38, 0, 88, 68, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 48, 59, 80, 0, 85, 0, 0, 0, 0, 0, 1, 0, 0, 91, 28, 0, 9, 32, 0, 57, 0, 3, 44, 68, 94, 23, 43, 0]
[0, 0, 0, 66, 56, 0, 16, 4, 76, 0, 0, 0, 53, 38, 0, 0, 33, 0, 0, 0, 64, 0, 0, 0, 8, 0, 0, 0, 0, 15, 0, 69, 94, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 9]
[0, 85, 35, 0, 38, 0, 23, 0, 0, 0, 0, 0, 67, 77, 82, 0, 0, 0, 0, 0, 0, 0, 67, 23, 79, 73, 35, 0, 15, 16, 25, 4, 0, 0, 57, 0, 0, 24, 83, 0, 0, 30, 0, 7, 18]
[0, 0, 0, 41, 0, 0, 61, 92, 86, 0, 0, 82, 0, 20, 0, 0, 0, 83, 0, 35, 85, 0, 0, 50, 70, 9, 46, 91, 0, 25, 0, 90, 21, 0, 47, 0, 0, 32, 43, 52, 0, 0, 0, 47, 9]
[10, 0, 0, 0, 0, 0, 72, 0, 44, 0, 0, 92, 51, 0, 81, 88, 26, 0, 0, 56, 35, 10, 0, 59, 76, 0, 48, 28, 69, 4, 90, 0, 71, 72, 74, 38, 0, 0, 9, 0, 60, 0, 62, 0, 0]
[68, 0, 0, 0, 0, 0, 5, 30, 89, 72, 0, 0, 0, 2, 13, 24, 0, 0, 17, 71, 0, 98, 0, 0, 0, 32, 61, 0, 94, 0, 21, 71, 0, 92, 0, 0, 78, 0, 89, 98, 58, 0, 0, 0, 26]
[23, 83, 0, 89, 58, 0, 58, 0, 52, 0, 49, 0, 12, 0, 0, 0, 98, 0, 0, 0, 94, 0, 0, 0, 0, 24, 0, 9, 0, 0, 0, 72, 92, 55, 0, 0, 54, 6, 0, 0, 0, 33, 0, 0, 0]
[0, 0, 0, 0, 20, 15, 0, 25, 93, 86, 0, 86, 37, 0, 22, 11, 0, 2, 0, 83, 0, 5, 0, 0, 0, 42, 11, 32, 0, 57, 47, 74, 0, 0, 74, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0]
[11, 48, 0, 76, 0, 0, 0, 0, 77, 0, 0, 20, 0, 12, 23, 96, 0, 11, 0, 0, 0, 33, 0, 64, 96, 86, 89, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 15, 0, 10, 94, 93, 0, 0]
[44, 0, 0, 0, 8, 0, 74, 70, 32, 60, 0, 0, 97, 87, 39, 0, 0, 0, 0, 0, 0, 0, 68, 0, 14, 0, 88, 57, 36, 0, 0, 0, 78, 54, 0, 0, 0, 0, 0, 69, 0, 0, 85, 0, 98]
[0, 0, 37, 41, 72, 26, 95, 0, 35, 0, 0, 0, 75, 0, 76, 0, 60, 0, 84, 7, 0, 79, 0, 40, 0, 98, 60, 0, 0, 24, 32, 0, 0, 6, 77, 0, 0, 0, 15, 74, 56, 89, 71, 0, 55]
[38, 4, 33, 62, 61, 73, 70, 21, 0, 56, 68, 0, 0, 0, 85, 76, 67, 0, 75, 0, 0, 0, 11, 0, 0, 62, 0, 3, 0, 83, 43, 9, 89, 0, 0, 15, 0, 15, 41, 0, 1, 74, 2, 0, 0]
[63, 34, 0, 92, 75, 0, 64, 0, 0, 84, 0, 0, 0, 0, 89, 0, 51, 0, 52, 0, 28, 8, 0, 68, 0, 64, 69, 44, 0, 0, 52, 0, 98, 0, 0, 0, 69, 74, 0, 0, 10, 14, 89, 70, 0]
[27, 86, 0, 17, 39, 0, 10, 94, 0, 34, 16, 0, 0, 86, 96, 61, 95, 70, 62, 0, 28, 96, 15, 40, 0, 0, 0, 68, 0, 0, 0, 60, 58, 0, 0, 10, 0, 56, 1, 10, 3, 71, 0, 56, 71]
[0, 59, 71, 0, 50, 0, 0, 0, 0, 0, 47, 0, 83, 0, 0, 35, 11, 9, 0, 0, 0, 0, 0, 30, 0, 89, 0, 94, 0, 30, 0, 0, 0, 33, 0, 94, 0, 89, 74, 14, 71, 0, 36, 0, 0]
[0, 0, 53, 0, 0, 0, 80, 53, 95, 0, 0, 0, 0, 0, 94, 0, 16, 0, 86, 0, 92, 0, 0, 0, 75, 0, 33, 23, 0, 0, 0, 62, 0, 0, 0, 93, 85, 71, 2, 89, 0, 36, 0, 0, 0]
[86, 17, 34, 0, 26, 0, 92, 81, 72, 0, 0, 17, 0, 0, 0, 43, 0, 0, 0, 90, 0, 0, 50, 17, 0, 68, 0, 43, 0, 7, 47, 0, 0, 0, 0, 0, 0, 0, 0, 70, 56, 0, 0, 0, 0]
[0, 16, 44, 0, 0, 0, 46, 0, 36, 34, 0, 67, 0, 62, 0, 0, 0, 38, 75, 98, 12, 37, 16, 0, 0, 0, 72, 0, 9, 18, 9, 0, 26, 0, 0, 0, 98, 55, 0, 0, 71, 0, 0, 0, 97]
